Container stores 5000 plants:
tree: name = rrpkztbnaxly, length = 12, age = 1554, Fraction = 0.08333333333333333
bush: name = lkwggivtdzohcelvadg, length = 19, month = Month.APRIL, Fraction = 0.21052631578947367
tree: name = vnhsgmuukgogrttunx, length = 18, age = 464, Fraction = 0.2222222222222222
bush: name = szpqfiluav, length = 10, month = Month.MARCH, Fraction = 0.3
tree: name = bameqv, length = 6, age = 629, Fraction = 0.3333333333333333
tree: name = ghu, length = 3, age = 1783, Fraction = 0.3333333333333333
bush: name = fmzstuxukko, length = 11, month = Month.JANUARY, Fraction = 0.2727272727272727
flower: name = lhnljjedhkcdbeo, length = 15, type = Type.WILD, Fraction = 0.2
bush: name = tmflakwu, length = 8, month = Month.APRIL, Fraction = 0.25
flower: name = noa, length = 3, type = Type.HOME, Fraction = 0.6666666666666666
bush: name = gabxncdeuykydxp, length = 15, month = Month.DECEMBER, Fraction = 0.2
tree: name = oaminuqkfcqnmmvqho, length = 18, age = 1038, Fraction = 0.2777777777777778
tree: name = sarkjxaazcjonbib, length = 16, age = 1494, Fraction = 0.3125
tree: name = vfevomidriirutwhy, length = 17, age = 637, Fraction = 0.35294117647058826
tree: name = snjcavooktpzea, length = 14, age = 1131, Fraction = 0.35714285714285715
flower: name = ga, length = 2, type = Type.HOME, Fraction = 0.5
bush: name = irgjyloxwmbqlithjuqh, length = 20, month = Month.MARCH, Fraction = 0.2
tree: name = wwfuilwcyc, length = 10, age = 728, Fraction = 0.2
tree: name = gedsi, length = 5, age = 1076, Fraction = 0.4
flower: name = mketvyobji, length = 10, type = Type.HOME, Fraction = 0.3
tree: name = ifecilnyzrenlwngdgoh, length = 20, age = 1016, Fraction = 0.25
bush: name = paflh, length = 5, month = Month.DECEMBER, Fraction = 0.2
bush: name = dfihfzmwxettdasiat, length = 18, month = Month.JULY, Fraction = 0.2777777777777778
flower: name = qatuyz, length = 6, type = Type.GARDEN, Fraction = 0.3333333333333333
flower: name = ibrrskhiwuxf, length = 12, type = Type.GARDEN, Fraction = 0.25
tree: name = qepoaktmrrfhdepkxxbz, length = 20, age = 1152, Fraction = 0.2
tree: name = jfdpe, length = 5, age = 1824, Fraction = 0.2
tree: name = fzmgutfkiuxuever, length = 16, age = 1940, Fraction = 0.375
bush: name = ianosdh, length = 7, month = Month.JUNE, Fraction = 0.42857142857142855
tree: name = wmgci, length = 5, age = 859, Fraction = 0.2
bush: name = pmoezzognyzcx, length = 13, month = Month.SEPTEMBER, Fraction = 0.23076923076923078
flower: name = egfqnklufprucwzovk, length = 18, type = Type.GARDEN, Fraction = 0.2222222222222222
tree: name = szurskwrieenyj, length = 14, age = 634, Fraction = 0.2857142857142857
bush: name = eoov, length = 4, month = Month.AUGUST, Fraction = 0.75
flower: name = jamtexxs, length = 8, type = Type.WILD, Fraction = 0.25
bush: name = qigifasuxlovabgrq, length = 17, month = Month.JUNE, Fraction = 0.35294117647058826
flower: name = rionlttxqfnsji, length = 14, type = Type.HOME, Fraction = 0.21428571428571427
tree: name = jhofoeqr, length = 8, age = 637, Fraction = 0.375
flower: name = doipzebmls, length = 10, type = Type.GARDEN, Fraction = 0.3
flower: name = dmnzipmto, length = 9, type = Type.GARDEN, Fraction = 0.2222222222222222
bush: name = uasqzohlztmbkziowjv, length = 19, month = Month.SEPTEMBER, Fraction = 0.2631578947368421
bush: name = okrfyxuhuvptcxaft, length = 17, month = Month.MARCH, Fraction = 0.23529411764705882
flower: name = smiuv, length = 5, type = Type.WILD, Fraction = 0.4
tree: name = dsbu, length = 4, age = 1743, Fraction = 0.25
tree: name = koeqaqha, length = 8, age = 1853, Fraction = 0.5
flower: name = xrcyi, length = 5, type = Type.HOME, Fraction = 0.2
bush: name = qlsvpavhyfomtjamvpo, length = 19, month = Month.FEBRUARY, Fraction = 0.21052631578947367
flower: name = digsgzomy, length = 9, type = Type.HOME, Fraction = 0.2222222222222222
flower: name = uuxelamatvg, length = 11, type = Type.WILD, Fraction = 0.45454545454545453
tree: name = gmmdubzignejvijrdest, length = 20, age = 1043, Fraction = 0.25
flower: name = sepiumtkpjgn, length = 12, type = Type.HOME, Fraction = 0.25
bush: name = vnxyaaomiuoak, length = 13, month = Month.NOVEMBER, Fraction = 0.5384615384615384
bush: name = revcbdaoshuxushdxfa, length = 19, month = Month.FEBRUARY, Fraction = 0.3157894736842105
tree: name = rwme, length = 4, age = 995, Fraction = 0.25
bush: name = soxkexlp, length = 8, month = Month.JUNE, Fraction = 0.25
tree: name = arsjwububznmd, length = 13, age = 144, Fraction = 0.23076923076923078
bush: name = jesvbsum, length = 8, month = Month.JUNE, Fraction = 0.25
tree: name = kcexub, length = 6, age = 1852, Fraction = 0.3333333333333333
bush: name = uuaaufbwgksowpst, length = 16, month = Month.SEPTEMBER, Fraction = 0.375
flower: name = lopnwwchhiolfeee, length = 16, type = Type.WILD, Fraction = 0.375
tree: name = kxduwlroeexkwbpp, length = 16, age = 518, Fraction = 0.25
tree: name = ykirqiarjixy, length = 12, age = 972, Fraction = 0.3333333333333333
tree: name = ccfupbhpigalb, length = 13, age = 1268, Fraction = 0.23076923076923078
bush: name = izvgijuunww, length = 11, month = Month.MAY, Fraction = 0.36363636363636365
flower: name = iznbrupkfudsnsucbnqz, length = 20, type = Type.GARDEN, Fraction = 0.2
flower: name = uativuamd, length = 9, type = Type.GARDEN, Fraction = 0.5555555555555556
tree: name = uqoecfoow, length = 9, age = 1208, Fraction = 0.5555555555555556
bush: name = ddtypiwtohluijg, length = 15, month = Month.NOVEMBER, Fraction = 0.26666666666666666
flower: name = inaryxomxlqeflg, length = 15, type = Type.GARDEN, Fraction = 0.26666666666666666
flower: name = qzndueidyr, length = 10, type = Type.GARDEN, Fraction = 0.3
flower: name = yesoogaajqunfkzy, length = 16, type = Type.WILD, Fraction = 0.375
tree: name = jwgufhjmbzuupka, length = 15, age = 1821, Fraction = 0.26666666666666666
bush: name = jiwbcellgmwuwzfeioqb, length = 20, month = Month.NOVEMBER, Fraction = 0.3
flower: name = ecmwyqitbpiybooreosa, length = 20, type = Type.HOME, Fraction = 0.4
flower: name = kjpaakqr, length = 8, type = Type.WILD, Fraction = 0.25
tree: name = fuhaiybkm, length = 9, age = 1070, Fraction = 0.3333333333333333
tree: name = thwhgkqpio, length = 10, age = 812, Fraction = 0.2
tree: name = wyodrqkwadsiagikzn, length = 18, age = 266, Fraction = 0.2777777777777778
tree: name = izceuoorb, length = 9, age = 340, Fraction = 0.5555555555555556
flower: name = khxfedja, length = 8, type = Type.GARDEN, Fraction = 0.25
bush: name = bkncrcxyieue, length = 12, month = Month.FEBRUARY, Fraction = 0.3333333333333333
flower: name = uxnuvvpjhd, length = 10, type = Type.GARDEN, Fraction = 0.2
tree: name = xkkrogiowmfamhakn, length = 17, age = 384, Fraction = 0.29411764705882354
bush: name = dtiaejjaxlicev, length = 14, month = Month.NOVEMBER, Fraction = 0.42857142857142855
tree: name = kqe, length = 3, age = 1380, Fraction = 0.3333333333333333
flower: name = dqqe, length = 4, type = Type.HOME, Fraction = 0.25
flower: name = ttdixukehrxktiftotaa, length = 20, type = Type.GARDEN, Fraction = 0.35
flower: name = kzqdwidetmhvvzbajha, length = 19, type = Type.HOME, Fraction = 0.21052631578947367
tree: name = niumallkvxdtb, length = 13, age = 148, Fraction = 0.23076923076923078
tree: name = jebabptifjyco, length = 13, age = 1750, Fraction = 0.3076923076923077
flower: name = ozyneasimsf, length = 11, type = Type.WILD, Fraction = 0.36363636363636365
bush: name = krmjqabocoudjtjsdate, length = 20, month = Month.APRIL, Fraction = 0.3
flower: name = jqqkiuapdnjl, length = 12, type = Type.WILD, Fraction = 0.25
flower: name = lnpeipdfgxynigsczidz, length = 20, type = Type.WILD, Fraction = 0.2
flower: name = gus, length = 3, type = Type.HOME, Fraction = 0.3333333333333333
flower: name = evdqvfeqkug, length = 11, type = Type.GARDEN, Fraction = 0.2727272727272727
bush: name = oohow, length = 5, month = Month.DECEMBER, Fraction = 0.6
bush: name = alv, length = 3, month = Month.JULY, Fraction = 0.3333333333333333
tree: name = glyligafin, length = 10, age = 95, Fraction = 0.3
tree: name = og, length = 2, age = 1807, Fraction = 0.5
bush: name = ilpf, length = 4, month = Month.JULY, Fraction = 0.25
tree: name = akydca, length = 6, age = 541, Fraction = 0.3333333333333333
tree: name = iiucscuzvtgnoklwaqf, length = 19, age = 955, Fraction = 0.3157894736842105
flower: name = ic, length = 2, type = Type.WILD, Fraction = 0.5
flower: name = mmasaxmsycowdritpq, length = 18, type = Type.HOME, Fraction = 0.2222222222222222
flower: name = uyu, length = 3, type = Type.WILD, Fraction = 0.6666666666666666
tree: name = doemgnxctaipyozlfyao, length = 20, age = 17, Fraction = 0.35
bush: name = dawyezz, length = 7, month = Month.JULY, Fraction = 0.2857142857142857
bush: name = ossbjom, length = 7, month = Month.APRIL, Fraction = 0.2857142857142857
tree: name = emo, length = 3, age = 356, Fraction = 0.6666666666666666
bush: name = obfdxtulug, length = 10, month = Month.SEPTEMBER, Fraction = 0.3
tree: name = yrsqyszwyauuq, length = 13, age = 1830, Fraction = 0.23076923076923078
flower: name = eflcol, length = 6, type = Type.HOME, Fraction = 0.3333333333333333
tree: name = knvjirjrom, length = 10, age = 1440, Fraction = 0.2
bush: name = ghifutynqrxxqcimma, length = 18, month = Month.NOVEMBER, Fraction = 0.2222222222222222
bush: name = yoviwvk, length = 7, month = Month.OCTOBER, Fraction = 0.2857142857142857
bush: name = xutbwwnmciaadzmtsh, length = 18, month = Month.MAY, Fraction = 0.2222222222222222
flower: name = saudjhdytwul, length = 12, type = Type.WILD, Fraction = 0.25
bush: name = tjdul, length = 5, month = Month.NOVEMBER, Fraction = 0.2
tree: name = uanmhx, length = 6, age = 1183, Fraction = 0.3333333333333333
tree: name = pzboop, length = 6, age = 1006, Fraction = 0.3333333333333333
bush: name = nklao, length = 5, month = Month.SEPTEMBER, Fraction = 0.4
bush: name = a, length = 1, month = Month.FEBRUARY, Fraction = 1.0
bush: name = olabf, length = 5, month = Month.NOVEMBER, Fraction = 0.4
tree: name = ighl, length = 4, age = 124, Fraction = 0.25
flower: name = psewkojzakeke, length = 13, type = Type.GARDEN, Fraction = 0.38461538461538464
bush: name = nxncmoqtdxnsruytalog, length = 20, month = Month.NOVEMBER, Fraction = 0.2
flower: name = ovmo, length = 4, type = Type.GARDEN, Fraction = 0.5
flower: name = hnbaknxlxesdei, length = 14, type = Type.GARDEN, Fraction = 0.2857142857142857
bush: name = pykloualxgzxkyjue, length = 17, month = Month.MAY, Fraction = 0.29411764705882354
bush: name = nghrtnvloabyvpa, length = 15, month = Month.FEBRUARY, Fraction = 0.2
flower: name = azlgyoqkterxi, length = 13, type = Type.HOME, Fraction = 0.3076923076923077
tree: name = casuyzdyjlsoqian, length = 16, age = 934, Fraction = 0.3125
flower: name = ovasfohejagzoed, length = 15, type = Type.HOME, Fraction = 0.4666666666666667
bush: name = wqju, length = 4, month = Month.FEBRUARY, Fraction = 0.25
tree: name = udt, length = 3, age = 1987, Fraction = 0.3333333333333333
bush: name = cumptxcynkoiosewfec, length = 19, month = Month.JULY, Fraction = 0.3157894736842105
tree: name = sve, length = 3, age = 1438, Fraction = 0.3333333333333333
bush: name = fjfzuvnrsjbii, length = 13, month = Month.FEBRUARY, Fraction = 0.23076923076923078
flower: name = awpuzaed, length = 8, type = Type.WILD, Fraction = 0.5
bush: name = ebxnvimdkeagnjdvlqq, length = 19, month = Month.APRIL, Fraction = 0.21052631578947367
tree: name = jgehgjjux, length = 9, age = 854, Fraction = 0.2222222222222222
tree: name = acvhkzeysoataejps, length = 17, age = 471, Fraction = 0.35294117647058826
flower: name = icriptuidjaeuqjztv, length = 18, type = Type.HOME, Fraction = 0.3888888888888889
tree: name = gxdtolavb, length = 9, age = 167, Fraction = 0.2222222222222222
flower: name = eltziqjoqfnjyqygpeqv, length = 20, type = Type.WILD, Fraction = 0.2
bush: name = lcja, length = 4, month = Month.JANUARY, Fraction = 0.25
flower: name = ubr, length = 3, type = Type.GARDEN, Fraction = 0.3333333333333333
flower: name = eneblmtknyliargpzo, length = 18, type = Type.WILD, Fraction = 0.2777777777777778
bush: name = xbabi, length = 5, month = Month.JANUARY, Fraction = 0.4
tree: name = xplvhezei, length = 9, age = 1090, Fraction = 0.3333333333333333
tree: name = nlsuxpyiu, length = 9, age = 1563, Fraction = 0.3333333333333333
tree: name = mjkpupvutka, length = 11, age = 1427, Fraction = 0.2727272727272727
bush: name = zaizutoznjrvubokkw, length = 18, month = Month.AUGUST, Fraction = 0.3333333333333333
flower: name = jjodoybuxwdejldvs, length = 17, type = Type.WILD, Fraction = 0.23529411764705882
tree: name = icymwfjsba, length = 10, age = 1934, Fraction = 0.2
flower: name = ktadtwjojfaha, length = 13, type = Type.GARDEN, Fraction = 0.3076923076923077
flower: name = ufurng, length = 6, type = Type.WILD, Fraction = 0.3333333333333333
flower: name = xcmbrsrowdmxezmbjiga, length = 20, type = Type.WILD, Fraction = 0.2
flower: name = vfjaowlm, length = 8, type = Type.HOME, Fraction = 0.25
bush: name = laizefzmlwxaaudg, length = 16, month = Month.MAY, Fraction = 0.375
tree: name = qatto, length = 5, age = 277, Fraction = 0.4
tree: name = hdiwzkdme, length = 9, age = 204, Fraction = 0.2222222222222222
bush: name = khufuxlqrwi, length = 11, month = Month.MARCH, Fraction = 0.2727272727272727
flower: name = nslmiaizanclloevq, length = 17, type = Type.HOME, Fraction = 0.35294117647058826
tree: name = grmrokayyutovq, length = 14, age = 618, Fraction = 0.2857142857142857
flower: name = uamayuz, length = 7, type = Type.GARDEN, Fraction = 0.5714285714285714
bush: name = sndetcaagkeol, length = 13, month = Month.AUGUST, Fraction = 0.38461538461538464
tree: name = csoamhhftooob, length = 13, age = 1001, Fraction = 0.38461538461538464
tree: name = btox, length = 4, age = 902, Fraction = 0.25
flower: name = puiu, length = 4, type = Type.WILD, Fraction = 0.75
flower: name = quagswjjmxyvfveeyl, length = 18, type = Type.GARDEN, Fraction = 0.2222222222222222
bush: name = wox, length = 3, month = Month.JANUARY, Fraction = 0.3333333333333333
tree: name = vfnqkulug, length = 9, age = 1059, Fraction = 0.2222222222222222
flower: name = uufinhodxilrnnayixdq, length = 20, type = Type.HOME, Fraction = 0.35
flower: name = kqpowxtlvuvozr, length = 14, type = Type.HOME, Fraction = 0.21428571428571427
tree: name = eoewllkwxvmne, length = 13, age = 1200, Fraction = 0.3076923076923077
flower: name = dcioqrugsbwfiw, length = 14, type = Type.GARDEN, Fraction = 0.2857142857142857
bush: name = ua, length = 2, month = Month.AUGUST, Fraction = 1.0
bush: name = bqo, length = 3, month = Month.JANUARY, Fraction = 0.3333333333333333
bush: name = qmsqkhaoev, length = 10, month = Month.JUNE, Fraction = 0.3
tree: name = rjufwdtsiphvazjveaq, length = 19, age = 1626, Fraction = 0.2631578947368421
tree: name = wogl, length = 4, age = 1651, Fraction = 0.25
flower: name = odrh, length = 4, type = Type.WILD, Fraction = 0.25
tree: name = ikwgqnjar, length = 9, age = 1772, Fraction = 0.2222222222222222
flower: name = tjkhkfexyiikeu, length = 14, type = Type.GARDEN, Fraction = 0.35714285714285715
flower: name = nurorndmht, length = 10, type = Type.HOME, Fraction = 0.2
tree: name = sbflau, length = 6, age = 1952, Fraction = 0.3333333333333333
tree: name = auikvcbwnmc, length = 11, age = 1094, Fraction = 0.2727272727272727
flower: name = zaquhiqonfutcct, length = 15, type = Type.WILD, Fraction = 0.3333333333333333
flower: name = tam, length = 3, type = Type.GARDEN, Fraction = 0.3333333333333333
tree: name = pezqhkerlwiphuw, length = 15, age = 1480, Fraction = 0.26666666666666666
bush: name = tzeyigca, length = 8, month = Month.MAY, Fraction = 0.375
bush: name = weja, length = 4, month = Month.DECEMBER, Fraction = 0.5
tree: name = jaqegunjekwshgacs, length = 17, age = 130, Fraction = 0.29411764705882354
bush: name = lcemmpba, length = 8, month = Month.DECEMBER, Fraction = 0.25
bush: name = uj, length = 2, month = Month.DECEMBER, Fraction = 0.5
tree: name = kfattnuwlsbomomq, length = 16, age = 609, Fraction = 0.25
tree: name = yaesxswivtzagic, length = 15, age = 1153, Fraction = 0.3333333333333333
tree: name = id, length = 2, age = 259, Fraction = 0.5
bush: name = rmuv, length = 4, month = Month.OCTOBER, Fraction = 0.25
tree: name = sebuzmopj, length = 9, age = 1095, Fraction = 0.3333333333333333
flower: name = qrgnijex, length = 8, type = Type.WILD, Fraction = 0.25
flower: name = ovqdfzttu, length = 9, type = Type.GARDEN, Fraction = 0.2222222222222222
tree: name = telujudmibz, length = 11, age = 317, Fraction = 0.36363636363636365
bush: name = egywwhutlcasnassoew, length = 19, month = Month.NOVEMBER, Fraction = 0.3157894736842105
tree: name = didgeibzdp, length = 10, age = 21, Fraction = 0.3
tree: name = gamwjwdqzmakjhagfni, length = 19, age = 1471, Fraction = 0.21052631578947367
flower: name = nbnrjkixvevnzat, length = 15, type = Type.WILD, Fraction = 0.2
bush: name = ptalcygecruzti, length = 14, month = Month.JANUARY, Fraction = 0.2857142857142857
flower: name = bukatjaguzazf, length = 13, type = Type.WILD, Fraction = 0.38461538461538464
tree: name = errsomgozgy, length = 11, age = 1631, Fraction = 0.2727272727272727
bush: name = uhcwnrmbof, length = 10, month = Month.FEBRUARY, Fraction = 0.2
tree: name = ytpkwakkaqyqayr, length = 15, age = 133, Fraction = 0.2
tree: name = iarenjsftlzu, length = 12, age = 496, Fraction = 0.3333333333333333
flower: name = aiykowzc, length = 8, type = Type.HOME, Fraction = 0.375
bush: name = plyjprqlbeezhwo, length = 15, month = Month.SEPTEMBER, Fraction = 0.2
bush: name = gszhqpmwpueizzziim, length = 18, month = Month.APRIL, Fraction = 0.2777777777777778
bush: name = qkmdanlfrmbnoeow, length = 16, month = Month.JUNE, Fraction = 0.25
bush: name = llivzwdxfi, length = 10, month = Month.APRIL, Fraction = 0.2
tree: name = oynmaykvssud, length = 12, age = 641, Fraction = 0.25
tree: name = poodtnzw, length = 8, age = 692, Fraction = 0.25
bush: name = u, length = 1, month = Month.OCTOBER, Fraction = 1.0
flower: name = foidkxfqjd, length = 10, type = Type.WILD, Fraction = 0.2
tree: name = yelxnohztkxjqexiwjm, length = 19, age = 274, Fraction = 0.21052631578947367
flower: name = zxfmmgzuepos, length = 12, type = Type.HOME, Fraction = 0.25
flower: name = zwtezmhro, length = 9, type = Type.WILD, Fraction = 0.2222222222222222
flower: name = dfeozaxc, length = 8, type = Type.WILD, Fraction = 0.375
bush: name = uadiukvqddacnh, length = 14, month = Month.MAY, Fraction = 0.35714285714285715
tree: name = isketepdunxvn, length = 13, age = 488, Fraction = 0.3076923076923077
bush: name = qqcuzfhyixim, length = 12, month = Month.MAY, Fraction = 0.25
tree: name = bdap, length = 4, age = 1054, Fraction = 0.25
flower: name = oogrdcqjazoznjf, length = 15, type = Type.GARDEN, Fraction = 0.26666666666666666
tree: name = zwocllacqqqsizo, length = 15, age = 594, Fraction = 0.26666666666666666
bush: name = orkbuzap, length = 8, month = Month.SEPTEMBER, Fraction = 0.375
flower: name = pdgtjxmikutpainudbcn, length = 20, type = Type.HOME, Fraction = 0.25
bush: name = gavgiiddyu, length = 10, month = Month.MARCH, Fraction = 0.4
tree: name = in, length = 2, age = 1917, Fraction = 0.5
bush: name = yvtpdwufqonyovoztbgj, length = 20, month = Month.JULY, Fraction = 0.2
flower: name = ek, length = 2, type = Type.GARDEN, Fraction = 0.5
flower: name = iturchpv, length = 8, type = Type.HOME, Fraction = 0.25
bush: name = burevsxqoawtbqprr, length = 17, month = Month.JANUARY, Fraction = 0.23529411764705882
flower: name = frromjuphiteqy, length = 14, type = Type.WILD, Fraction = 0.2857142857142857
bush: name = uvevrandonkfuvhxjicg, length = 20, month = Month.SEPTEMBER, Fraction = 0.3
flower: name = ectgkfjwbaqpsi, length = 14, type = Type.WILD, Fraction = 0.21428571428571427
tree: name = eipruqtyasjfmrm, length = 15, age = 1446, Fraction = 0.26666666666666666
flower: name = shoyuwamucjsdyqjqcsn, length = 20, type = Type.HOME, Fraction = 0.2
bush: name = eh, length = 2, month = Month.JULY, Fraction = 0.5
tree: name = oxtrcemlrx, length = 10, age = 2000, Fraction = 0.2
bush: name = ahmazabtjlla, length = 12, month = Month.AUGUST, Fraction = 0.3333333333333333
flower: name = mllpocito, length = 9, type = Type.GARDEN, Fraction = 0.3333333333333333
flower: name = klfooi, length = 6, type = Type.GARDEN, Fraction = 0.5
tree: name = buepmwatl, length = 9, age = 242, Fraction = 0.3333333333333333
tree: name = ladsupdjs, length = 9, age = 1856, Fraction = 0.2222222222222222
flower: name = bgail, length = 5, type = Type.GARDEN, Fraction = 0.4
bush: name = rerpm, length = 5, month = Month.OCTOBER, Fraction = 0.2
flower: name = hmvgmiuudjmrpqbuj, length = 17, type = Type.WILD, Fraction = 0.23529411764705882
bush: name = npblcjinebufc, length = 13, month = Month.APRIL, Fraction = 0.23076923076923078
bush: name = neaxrecvdlampywzoubx, length = 20, month = Month.SEPTEMBER, Fraction = 0.3
bush: name = wfinkohkvvxemhwzu, length = 17, month = Month.MARCH, Fraction = 0.23529411764705882
bush: name = ffyakafknf, length = 10, month = Month.OCTOBER, Fraction = 0.2
bush: name = kpbuebbaozzpigg, length = 15, month = Month.JULY, Fraction = 0.3333333333333333
bush: name = onxyemn, length = 7, month = Month.DECEMBER, Fraction = 0.2857142857142857
bush: name = hlqawvalryxhetxper, length = 18, month = Month.MARCH, Fraction = 0.2222222222222222
tree: name = icrigiqqbq, length = 10, age = 1914, Fraction = 0.3
bush: name = zlbmnfavdudoplh, length = 15, month = Month.DECEMBER, Fraction = 0.2
flower: name = oix, length = 3, type = Type.GARDEN, Fraction = 0.6666666666666666
bush: name = afeebnerqqsmal, length = 14, month = Month.OCTOBER, Fraction = 0.35714285714285715
bush: name = etvrkexeicqnlsi, length = 15, month = Month.AUGUST, Fraction = 0.3333333333333333
tree: name = yucxdfstlo, length = 10, age = 348, Fraction = 0.2
bush: name = cdunmohye, length = 9, month = Month.FEBRUARY, Fraction = 0.3333333333333333
bush: name = kqxqeliqoxiu, length = 12, month = Month.JANUARY, Fraction = 0.4166666666666667
tree: name = suwlbjxriobcspkiw, length = 17, age = 310, Fraction = 0.23529411764705882
flower: name = nanezrtjabf, length = 11, type = Type.WILD, Fraction = 0.2727272727272727
flower: name = xqilsekjomhvjpt, length = 15, type = Type.HOME, Fraction = 0.2
bush: name = qejsozauru, length = 10, month = Month.DECEMBER, Fraction = 0.5
flower: name = oaddhc, length = 6, type = Type.WILD, Fraction = 0.3333333333333333
flower: name = jknmciiktzubwq, length = 14, type = Type.WILD, Fraction = 0.21428571428571427
flower: name = ofcomyaumdxfnoldcikh, length = 20, type = Type.HOME, Fraction = 0.3
tree: name = hnoomozlkj, length = 10, age = 1020, Fraction = 0.3
tree: name = bjtxbrzovgauyyuiv, length = 17, age = 215, Fraction = 0.29411764705882354
tree: name = xdnqewazq, length = 9, age = 680, Fraction = 0.2222222222222222
flower: name = qocfhhahk, length = 9, type = Type.GARDEN, Fraction = 0.2222222222222222
flower: name = ulptfolikbsmsoio, length = 16, type = Type.WILD, Fraction = 0.375
flower: name = zzol, length = 4, type = Type.HOME, Fraction = 0.25
tree: name = ciuemzcrgvdhhbumtgx, length = 19, age = 341, Fraction = 0.21052631578947367
tree: name = desbmhnuduvnborbdl, length = 18, age = 1216, Fraction = 0.2222222222222222
tree: name = shvde, length = 5, age = 493, Fraction = 0.2
bush: name = qymekparacdihyk, length = 15, month = Month.JUNE, Fraction = 0.26666666666666666
flower: name = akcdvdzcojqbva, length = 14, type = Type.WILD, Fraction = 0.21428571428571427
flower: name = xpuyxcauepbhmmml, length = 16, type = Type.HOME, Fraction = 0.25
bush: name = purjphrecku, length = 11, month = Month.JANUARY, Fraction = 0.2727272727272727
tree: name = xgxtthpkvtijiuxzosd, length = 19, age = 514, Fraction = 0.21052631578947367
bush: name = ijurlrvbredduw, length = 14, month = Month.MAY, Fraction = 0.2857142857142857
bush: name = izho, length = 4, month = Month.NOVEMBER, Fraction = 0.5
bush: name = lkqhuxwte, length = 9, month = Month.JUNE, Fraction = 0.2222222222222222
flower: name = o, length = 1, type = Type.GARDEN, Fraction = 1.0
bush: name = wiirkjxpalxgnmuwas, length = 18, month = Month.JANUARY, Fraction = 0.2777777777777778
bush: name = beoybehjepccujlxkunh, length = 20, month = Month.MARCH, Fraction = 0.3
flower: name = znaunhzbuwxkizs, length = 15, type = Type.GARDEN, Fraction = 0.26666666666666666
flower: name = saufx, length = 5, type = Type.GARDEN, Fraction = 0.4
bush: name = andiwowt, length = 8, month = Month.NOVEMBER, Fraction = 0.375
tree: name = uwuddwyz, length = 8, age = 1784, Fraction = 0.25
bush: name = knjetcogb, length = 9, month = Month.JULY, Fraction = 0.2222222222222222
flower: name = caqxcjoslbba, length = 12, type = Type.GARDEN, Fraction = 0.25
bush: name = rjwjaunygxfiniydd, length = 17, month = Month.MARCH, Fraction = 0.23529411764705882
bush: name = e, length = 1, month = Month.JUNE, Fraction = 1.0
bush: name = iae, length = 3, month = Month.JANUARY, Fraction = 1.0
flower: name = akvmmfdzilupk, length = 13, type = Type.GARDEN, Fraction = 0.23076923076923078
flower: name = rtwtiktvrchryeo, length = 15, type = Type.HOME, Fraction = 0.2
tree: name = xeeqltua, length = 8, age = 1857, Fraction = 0.5
flower: name = cjovjrmxpyoeffdyizv, length = 19, type = Type.GARDEN, Fraction = 0.21052631578947367
tree: name = ukqdavgzejhbw, length = 13, age = 1477, Fraction = 0.23076923076923078
flower: name = nmhtmfpikbixlvie, length = 16, type = Type.WILD, Fraction = 0.25
flower: name = blogutqxyirtik, length = 14, type = Type.HOME, Fraction = 0.2857142857142857
tree: name = ubfgmozfdj, length = 10, age = 754, Fraction = 0.2
tree: name = orzscwojqqmsegekyto, length = 19, age = 1079, Fraction = 0.2631578947368421
flower: name = yoqfuasoshmqlt, length = 14, type = Type.WILD, Fraction = 0.2857142857142857
tree: name = rhi, length = 3, age = 1503, Fraction = 0.3333333333333333
flower: name = em, length = 2, type = Type.GARDEN, Fraction = 0.5
tree: name = rtaotb, length = 6, age = 1339, Fraction = 0.3333333333333333
tree: name = uarnuucplkxzhed, length = 15, age = 188, Fraction = 0.3333333333333333
bush: name = phnkornnifo, length = 11, month = Month.SEPTEMBER, Fraction = 0.2727272727272727
tree: name = pgbeucxnm, length = 9, age = 1584, Fraction = 0.2222222222222222
flower: name = dgylzsiii, length = 9, type = Type.HOME, Fraction = 0.3333333333333333
tree: name = fplrtvutjaluqdp, length = 15, age = 584, Fraction = 0.2
bush: name = yjoigfn, length = 7, month = Month.MAY, Fraction = 0.2857142857142857
bush: name = exivzulnktbktatykn, length = 18, month = Month.MARCH, Fraction = 0.2222222222222222
flower: name = cbeigu, length = 6, type = Type.GARDEN, Fraction = 0.5
bush: name = qthamutuomyhwtjwhsdr, length = 20, month = Month.MAY, Fraction = 0.2
tree: name = wboouyx, length = 7, age = 1532, Fraction = 0.42857142857142855
bush: name = fgerihvjvsajuxhzeih, length = 19, month = Month.OCTOBER, Fraction = 0.3157894736842105
tree: name = zbbrsajdekiubox, length = 15, age = 799, Fraction = 0.3333333333333333
flower: name = nrmoyab, length = 7, type = Type.HOME, Fraction = 0.2857142857142857
flower: name = uumabmmcxtsk, length = 12, type = Type.WILD, Fraction = 0.25
flower: name = wpxasnpbuxugjkp, length = 15, type = Type.WILD, Fraction = 0.2
bush: name = uud, length = 3, month = Month.MAY, Fraction = 0.6666666666666666
bush: name = mqqiswbeadkfhq, length = 14, month = Month.MARCH, Fraction = 0.21428571428571427
bush: name = bpgzuzzzoeshnta, length = 15, month = Month.JUNE, Fraction = 0.26666666666666666
bush: name = oufamrsjoz, length = 10, month = Month.OCTOBER, Fraction = 0.4
