Container stores 10000 plants:
bush: name = xfbfzzfpwiigklfku, length = 17, month = Month.JANUARY, Fraction = 0.17647058823529413
tree: name = xyqaxnyagt, length = 10, age = 1440, Fraction = 0.2
tree: name = mgiodvrc, length = 8, age = 136, Fraction = 0.25
flower: name = etpyjifz, length = 8, type = Type.HOME, Fraction = 0.25
tree: name = uvrnujalnpoiok, length = 14, age = 929, Fraction = 0.42857142857142855
tree: name = itkxc, length = 5, age = 1244, Fraction = 0.2
bush: name = qjxiftud, length = 8, month = Month.NOVEMBER, Fraction = 0.25
flower: name = bwtrhppiedkslus, length = 15, type = Type.WILD, Fraction = 0.2
bush: name = oveeahalkzar, length = 12, month = Month.JUNE, Fraction = 0.5
bush: name = isyswhmhkqajpolacf, length = 18, month = Month.DECEMBER, Fraction = 0.2222222222222222
flower: name = gooyw, length = 5, type = Type.GARDEN, Fraction = 0.4
flower: name = jdsfoveeocz, length = 11, type = Type.GARDEN, Fraction = 0.36363636363636365
bush: name = unwarfteep, length = 10, month = Month.JUNE, Fraction = 0.4
flower: name = yzmncoqvebwdeopwx, length = 17, type = Type.WILD, Fraction = 0.23529411764705882
tree: name = vtpuoa, length = 6, age = 675, Fraction = 0.5
flower: name = lkballyywuolpu, length = 14, type = Type.GARDEN, Fraction = 0.2857142857142857
flower: name = onfymi, length = 6, type = Type.HOME, Fraction = 0.3333333333333333
flower: name = zgkluymzkuepdratvtw, length = 19, type = Type.HOME, Fraction = 0.21052631578947367
bush: name = umx, length = 3, month = Month.JANUARY, Fraction = 0.3333333333333333
bush: name = fak, length = 3, month = Month.NOVEMBER, Fraction = 0.3333333333333333
tree: name = cqvuekcqwfhamq, length = 14, age = 1537, Fraction = 0.21428571428571427
bush: name = pim, length = 3, month = Month.MAY, Fraction = 0.3333333333333333
bush: name = yuuiunujnz, length = 10, month = Month.MARCH, Fraction = 0.5
bush: name = tnnywewedynaz, length = 13, month = Month.JULY, Fraction = 0.23076923076923078
tree: name = drvdvamgetvszhoqixzw, length = 20, age = 1930, Fraction = 0.2
tree: name = ztuedhzamlxg, length = 12, age = 1737, Fraction = 0.25
flower: name = ftegaflwd, length = 9, type = Type.GARDEN, Fraction = 0.2222222222222222
tree: name = yerzho, length = 6, age = 612, Fraction = 0.3333333333333333
bush: name = rofhs, length = 5, month = Month.APRIL, Fraction = 0.2
flower: name = xshjeadzedgcxomv, length = 16, type = Type.HOME, Fraction = 0.25
bush: name = elddruw, length = 7, month = Month.AUGUST, Fraction = 0.2857142857142857
tree: name = oevujiecllt, length = 11, age = 144, Fraction = 0.45454545454545453
tree: name = cuizd, length = 5, age = 1393, Fraction = 0.4
flower: name = indrr, length = 5, type = Type.HOME, Fraction = 0.2
flower: name = wpapuicbctadaxoh, length = 16, type = Type.GARDEN, Fraction = 0.375
bush: name = opykjonfo, length = 9, month = Month.JULY, Fraction = 0.3333333333333333
flower: name = eywkapdhbixw, length = 12, type = Type.WILD, Fraction = 0.25
flower: name = oaiihaa, length = 7, type = Type.GARDEN, Fraction = 0.8571428571428571
flower: name = ncvugeisbmj, length = 11, type = Type.GARDEN, Fraction = 0.2727272727272727
tree: name = ohdx, length = 4, age = 770, Fraction = 0.25
bush: name = ikj, length = 3, month = Month.JULY, Fraction = 0.3333333333333333
tree: name = llfsedjibz, length = 10, age = 290, Fraction = 0.2
tree: name = gpxdqqtzdttesnauxfe, length = 19, age = 171, Fraction = 0.21052631578947367
bush: name = lvbo, length = 4, month = Month.AUGUST, Fraction = 0.25
tree: name = jtgeedizorksoznjr, length = 17, age = 993, Fraction = 0.29411764705882354
flower: name = ut, length = 2, type = Type.GARDEN, Fraction = 0.5
flower: name = qfitbceiccvgajkop, length = 17, type = Type.GARDEN, Fraction = 0.29411764705882354
bush: name = njylsuwuduqlku, length = 14, month = Month.APRIL, Fraction = 0.2857142857142857
bush: name = agauj, length = 5, month = Month.NOVEMBER, Fraction = 0.6
tree: name = edhiub, length = 6, age = 1185, Fraction = 0.5
bush: name = kawtam, length = 6, month = Month.JUNE, Fraction = 0.3333333333333333
tree: name = ijuipptirjcsxb, length = 14, age = 1044, Fraction = 0.2857142857142857
bush: name = cfjgusflanmyiamllk, length = 18, month = Month.OCTOBER, Fraction = 0.2222222222222222
flower: name = voehcyzmhlehjpeungub, length = 20, type = Type.GARDEN, Fraction = 0.3
bush: name = tpepmynuchinevjtjzts, length = 20, month = Month.JANUARY, Fraction = 0.2
tree: name = unk, length = 3, age = 1390, Fraction = 0.3333333333333333
flower: name = eut, length = 3, type = Type.WILD, Fraction = 0.6666666666666666
flower: name = hlwinutdfihy, length = 12, type = Type.GARDEN, Fraction = 0.25
flower: name = a, length = 1, type = Type.HOME, Fraction = 1.0
flower: name = itsb, length = 4, type = Type.HOME, Fraction = 0.25
bush: name = yhtzelnjmdusanswuea, length = 19, month = Month.MAY, Fraction = 0.3157894736842105
flower: name = cvitjoynhvdup, length = 13, type = Type.WILD, Fraction = 0.23076923076923078
flower: name = pebz, length = 4, type = Type.HOME, Fraction = 0.25
tree: name = fwqye, length = 5, age = 410, Fraction = 0.2
flower: name = up, length = 2, type = Type.HOME, Fraction = 0.5
bush: name = urj, length = 3, month = Month.AUGUST, Fraction = 0.3333333333333333
bush: name = ydqaadqms, length = 9, month = Month.DECEMBER, Fraction = 0.2222222222222222
flower: name = alcz, length = 4, type = Type.WILD, Fraction = 0.25
bush: name = lvfox, length = 5, month = Month.SEPTEMBER, Fraction = 0.2
flower: name = jcpyjsspfusuoalb, length = 16, type = Type.WILD, Fraction = 0.25
tree: name = ajvowrayoge, length = 11, age = 671, Fraction = 0.45454545454545453
bush: name = au, length = 2, month = Month.SEPTEMBER, Fraction = 1.0
flower: name = squxkbobbhshapvixwjz, length = 20, type = Type.HOME, Fraction = 0.2
tree: name = insmhmxuu, length = 9, age = 1245, Fraction = 0.3333333333333333
tree: name = iuqll, length = 5, age = 339, Fraction = 0.4
tree: name = lcsuaugik, length = 9, age = 1783, Fraction = 0.4444444444444444
bush: name = lzixw, length = 5, month = Month.MAY, Fraction = 0.2
bush: name = llnvluahdmwwaawqmqxh, length = 20, month = Month.AUGUST, Fraction = 0.2
flower: name = ri, length = 2, type = Type.GARDEN, Fraction = 0.5
flower: name = trzywwkrguoajvb, length = 15, type = Type.GARDEN, Fraction = 0.2
flower: name = yycicxsasj, length = 10, type = Type.HOME, Fraction = 0.2
tree: name = pqtusateitiggqfumco, length = 19, age = 46, Fraction = 0.3684210526315789
tree: name = aisxsjqk, length = 8, age = 116, Fraction = 0.25
flower: name = iaviskacgm, length = 10, type = Type.GARDEN, Fraction = 0.4
bush: name = omamkzoulrjaqe, length = 14, month = Month.OCTOBER, Fraction = 0.42857142857142855
bush: name = plcekec, length = 7, month = Month.JULY, Fraction = 0.2857142857142857
tree: name = wqnhqxufez, length = 10, age = 1731, Fraction = 0.2
bush: name = mcrytvilmeoy, length = 12, month = Month.MAY, Fraction = 0.25
flower: name = nyedjtkvziuuimv, length = 15, type = Type.WILD, Fraction = 0.3333333333333333
flower: name = cunwuiovfkbtdgk, length = 15, type = Type.GARDEN, Fraction = 0.26666666666666666
tree: name = xoolyr, length = 6, age = 1262, Fraction = 0.3333333333333333
bush: name = yfoijtgrtaumpaq, length = 15, month = Month.APRIL, Fraction = 0.3333333333333333
bush: name = oqytwqswweuw, length = 12, month = Month.JULY, Fraction = 0.25
flower: name = tgwlphrfgifinwa, length = 15, type = Type.HOME, Fraction = 0.2
flower: name = kie, length = 3, type = Type.WILD, Fraction = 0.6666666666666666
tree: name = ghjiqmbez, length = 9, age = 739, Fraction = 0.2222222222222222
bush: name = crnowkobelabtcyb, length = 16, month = Month.SEPTEMBER, Fraction = 0.25
tree: name = gnabrxeuozyozebdzwj, length = 19, age = 1090, Fraction = 0.3157894736842105
tree: name = woupjdewxjkvvl, length = 14, age = 1925, Fraction = 0.21428571428571427
bush: name = oix, length = 3, month = Month.OCTOBER, Fraction = 0.6666666666666666
flower: name = opuhrycyljaztx, length = 14, type = Type.WILD, Fraction = 0.21428571428571427
bush: name = dwromnaijzjivlus, length = 16, month = Month.FEBRUARY, Fraction = 0.3125
bush: name = rodaaqgxbsc, length = 11, month = Month.AUGUST, Fraction = 0.2727272727272727
flower: name = vsoipzug, length = 8, type = Type.HOME, Fraction = 0.375
bush: name = ckfejkqfuwaftmicfxag, length = 20, month = Month.MAY, Fraction = 0.25
tree: name = lul, length = 3, age = 1915, Fraction = 0.3333333333333333
bush: name = zqfngebmtryuaak, length = 15, month = Month.SEPTEMBER, Fraction = 0.26666666666666666
tree: name = qgzzhqiwca, length = 10, age = 291, Fraction = 0.2
flower: name = etlvyixsqrgvurdejop, length = 19, type = Type.HOME, Fraction = 0.2631578947368421
tree: name = ej, length = 2, age = 1298, Fraction = 0.5
flower: name = opat, length = 4, type = Type.HOME, Fraction = 0.5
tree: name = osteelv, length = 7, age = 878, Fraction = 0.42857142857142855
flower: name = it, length = 2, type = Type.GARDEN, Fraction = 0.5
flower: name = ujzmegeojq, length = 10, type = Type.WILD, Fraction = 0.4
tree: name = le, length = 2, age = 170, Fraction = 0.5
flower: name = et, length = 2, type = Type.WILD, Fraction = 0.5
flower: name = i, length = 1, type = Type.HOME, Fraction = 1.0
tree: name = kzlrepcdagyfpgguotpp, length = 20, age = 438, Fraction = 0.2
tree: name = tinpdbiinvpfzyd, length = 15, age = 1009, Fraction = 0.2
bush: name = otktvaos, length = 8, month = Month.NOVEMBER, Fraction = 0.375
bush: name = ufllraxuubheec, length = 14, month = Month.MARCH, Fraction = 0.42857142857142855
flower: name = wpdmivvxwo, length = 10, type = Type.GARDEN, Fraction = 0.2
tree: name = vuhbuc, length = 6, age = 773, Fraction = 0.3333333333333333
flower: name = kaecvfshcehmer, length = 14, type = Type.HOME, Fraction = 0.2857142857142857
tree: name = pwopxtepjpzojxa, length = 15, age = 731, Fraction = 0.26666666666666666
tree: name = xyarcsiozucol, length = 13, age = 353, Fraction = 0.38461538461538464
tree: name = plojazaxumrhinqguj, length = 18, age = 196, Fraction = 0.3333333333333333
flower: name = jbuinzdc, length = 8, type = Type.WILD, Fraction = 0.25
flower: name = iufaeudqrgeclwfxjj, length = 18, type = Type.WILD, Fraction = 0.3333333333333333
flower: name = vcuovpojm, length = 9, type = Type.HOME, Fraction = 0.3333333333333333
bush: name = phoqoesqvvbnqsv, length = 15, month = Month.JULY, Fraction = 0.2
flower: name = eiulzsii, length = 8, type = Type.HOME, Fraction = 0.625
tree: name = cvedr, length = 5, age = 1373, Fraction = 0.2
bush: name = iylfimyqoibrxp, length = 14, month = Month.SEPTEMBER, Fraction = 0.2857142857142857
tree: name = fuz, length = 3, age = 926, Fraction = 0.3333333333333333
bush: name = zvlreeh, length = 7, month = Month.SEPTEMBER, Fraction = 0.2857142857142857
flower: name = xqaomqkpdp, length = 10, type = Type.WILD, Fraction = 0.2
bush: name = ax, length = 2, month = Month.JUNE, Fraction = 0.5
bush: name = auh, length = 3, month = Month.MAY, Fraction = 0.6666666666666666
tree: name = uuwncqjahe, length = 10, age = 735, Fraction = 0.4
flower: name = stvda, length = 5, type = Type.GARDEN, Fraction = 0.2
tree: name = oucfaikwctvqwhgb, length = 16, age = 1650, Fraction = 0.25
flower: name = eorictadrvgtrnkv, length = 16, type = Type.HOME, Fraction = 0.25
flower: name = gfaqfaxtwekivzw, length = 15, type = Type.HOME, Fraction = 0.26666666666666666
bush: name = lirpv, length = 5, month = Month.MARCH, Fraction = 0.2
bush: name = iwspehzegwo, length = 11, month = Month.DECEMBER, Fraction = 0.36363636363636365
bush: name = kigkj, length = 5, month = Month.MARCH, Fraction = 0.2
flower: name = khetolx, length = 7, type = Type.WILD, Fraction = 0.2857142857142857
bush: name = htggsoetrr, length = 10, month = Month.NOVEMBER, Fraction = 0.2
tree: name = ajcxdolqnxo, length = 11, age = 1416, Fraction = 0.2727272727272727
tree: name = niduubpltfbyak, length = 14, age = 849, Fraction = 0.2857142857142857
flower: name = tvvumyrubvngcdfjogki, length = 20, type = Type.GARDEN, Fraction = 0.2
flower: name = zvxvwuewwsywdeikx, length = 17, type = Type.HOME, Fraction = 0.23529411764705882
flower: name = dyeznmzodetnjdus, length = 16, type = Type.HOME, Fraction = 0.25
flower: name = vufe, length = 4, type = Type.WILD, Fraction = 0.5
tree: name = ignkiqzg, length = 8, age = 351, Fraction = 0.25
flower: name = piyawlunj, length = 9, type = Type.HOME, Fraction = 0.3333333333333333
tree: name = iedikvdz, length = 8, age = 457, Fraction = 0.375
bush: name = twuitn, length = 6, month = Month.DECEMBER, Fraction = 0.3333333333333333
flower: name = kqijiupsmebgov, length = 14, type = Type.GARDEN, Fraction = 0.35714285714285715
bush: name = yqqidmuxtfacb, length = 13, month = Month.JULY, Fraction = 0.23076923076923078
bush: name = u, length = 1, month = Month.MARCH, Fraction = 1.0
bush: name = euyruoyytrqjvg, length = 14, month = Month.MAY, Fraction = 0.2857142857142857
tree: name = jjahujgnat, length = 10, age = 774, Fraction = 0.3
tree: name = nuiwp, length = 5, age = 1236, Fraction = 0.4
flower: name = ntidxrrocceehkjy, length = 16, type = Type.GARDEN, Fraction = 0.25
tree: name = qodasyubclxajsf, length = 15, age = 1050, Fraction = 0.26666666666666666
tree: name = trpfozdajysvnwnohu, length = 18, age = 1576, Fraction = 0.2222222222222222
flower: name = ftvpkktqurgguviftfa, length = 19, type = Type.HOME, Fraction = 0.21052631578947367
flower: name = kadqhjug, length = 8, type = Type.GARDEN, Fraction = 0.25
bush: name = vsddlebumradrahzoxq, length = 19, month = Month.JANUARY, Fraction = 0.2631578947368421
tree: name = yyxje, length = 5, age = 1559, Fraction = 0.2
flower: name = bdgldaxmiwwenqx, length = 15, type = Type.WILD, Fraction = 0.2
tree: name = ig, length = 2, age = 55, Fraction = 0.5
bush: name = uuekctyalajqwxilimn, length = 19, month = Month.JULY, Fraction = 0.3684210526315789
tree: name = klhroshak, length = 9, age = 1055, Fraction = 0.2222222222222222
bush: name = oxbvteorsxcnjrp, length = 15, month = Month.DECEMBER, Fraction = 0.2
bush: name = amtrauxkiylnfoqy, length = 16, month = Month.AUGUST, Fraction = 0.3125
flower: name = fzpzernjei, length = 10, type = Type.HOME, Fraction = 0.3
tree: name = rfqye, length = 5, age = 1114, Fraction = 0.2
flower: name = zowofssbyhyfpuoy, length = 16, type = Type.WILD, Fraction = 0.25
bush: name = okp, length = 3, month = Month.MAY, Fraction = 0.3333333333333333
bush: name = hsepl, length = 5, month = Month.OCTOBER, Fraction = 0.2
bush: name = usvewbi, length = 7, month = Month.AUGUST, Fraction = 0.42857142857142855
bush: name = qzaxsnkvuop, length = 11, month = Month.FEBRUARY, Fraction = 0.2727272727272727
bush: name = oldp, length = 4, month = Month.MARCH, Fraction = 0.25
tree: name = do, length = 2, age = 287, Fraction = 0.5
bush: name = bopvuvp, length = 7, month = Month.FEBRUARY, Fraction = 0.2857142857142857
tree: name = aba, length = 3, age = 1152, Fraction = 0.6666666666666666
tree: name = meg, length = 3, age = 804, Fraction = 0.3333333333333333
flower: name = vdynonhbuidb, length = 12, type = Type.WILD, Fraction = 0.25
bush: name = qzeqjdodopzcdoyqsmh, length = 19, month = Month.MARCH, Fraction = 0.21052631578947367
bush: name = klaar, length = 5, month = Month.FEBRUARY, Fraction = 0.4
flower: name = fpezo, length = 5, type = Type.HOME, Fraction = 0.4
flower: name = rvlwwjenpiuwkgd, length = 15, type = Type.GARDEN, Fraction = 0.2
flower: name = ybdiqhdiu, length = 9, type = Type.WILD, Fraction = 0.3333333333333333
bush: name = obgmeqbebwkk, length = 12, month = Month.APRIL, Fraction = 0.25
flower: name = awtadhfenvneifi, length = 15, type = Type.WILD, Fraction = 0.4
tree: name = go, length = 2, age = 1668, Fraction = 0.5
bush: name = lomfrcloolzivrde, length = 16, month = Month.APRIL, Fraction = 0.3125
bush: name = vckqbato, length = 8, month = Month.JULY, Fraction = 0.25
flower: name = tmnilcktdpqnenqurir, length = 19, type = Type.GARDEN, Fraction = 0.21052631578947367
bush: name = i, length = 1, month = Month.MARCH, Fraction = 1.0
bush: name = lykfziilmxztkstezyu, length = 19, month = Month.JANUARY, Fraction = 0.21052631578947367
bush: name = ednzsofv, length = 8, month = Month.OCTOBER, Fraction = 0.25
flower: name = lurjimsb, length = 8, type = Type.GARDEN, Fraction = 0.25
bush: name = pdopvkwaawalqaa, length = 15, month = Month.JULY, Fraction = 0.4
tree: name = xxic, length = 4, age = 637, Fraction = 0.25
tree: name = ivkkq, length = 5, age = 1042, Fraction = 0.2
flower: name = wafjrlab, length = 8, type = Type.WILD, Fraction = 0.25
flower: name = uajtmuqi, length = 8, type = Type.WILD, Fraction = 0.5
bush: name = i, length = 1, month = Month.JUNE, Fraction = 1.0
tree: name = izxzennuklupo, length = 13, age = 1160, Fraction = 0.38461538461538464
tree: name = aowrggyhz, length = 9, age = 235, Fraction = 0.2222222222222222
bush: name = kvitw, length = 5, month = Month.APRIL, Fraction = 0.2
tree: name = jcticihvzlxich, length = 14, age = 1859, Fraction = 0.21428571428571427
tree: name = vhvnrieqflvuonolaum, length = 19, age = 1992, Fraction = 0.3684210526315789
tree: name = iceurnyrlpnlucypp, length = 17, age = 55, Fraction = 0.23529411764705882
flower: name = evfxeo, length = 6, type = Type.WILD, Fraction = 0.5
bush: name = fplqovbmdgvguhgeduh, length = 19, month = Month.MARCH, Fraction = 0.21052631578947367
flower: name = ahsjudmzxh, length = 10, type = Type.HOME, Fraction = 0.2
tree: name = umbdcymhoa, length = 10, age = 891, Fraction = 0.3
tree: name = ebb, length = 3, age = 173, Fraction = 0.3333333333333333
flower: name = mwiavlar, length = 8, type = Type.GARDEN, Fraction = 0.375
bush: name = akvp, length = 4, month = Month.JULY, Fraction = 0.25
tree: name = oxgtmulvwdtjsiq, length = 15, age = 583, Fraction = 0.2
flower: name = liiyzaoineejhoyk, length = 16, type = Type.WILD, Fraction = 0.5
tree: name = relufajeylchhwutr, length = 17, age = 1115, Fraction = 0.29411764705882354
flower: name = csrmgqrsihjfuddobvo, length = 19, type = Type.GARDEN, Fraction = 0.21052631578947367
flower: name = cgutreg, length = 7, type = Type.GARDEN, Fraction = 0.2857142857142857
tree: name = uecqdavyg, length = 9, age = 1234, Fraction = 0.3333333333333333
bush: name = peawooqwwezuazbggf, length = 18, month = Month.AUGUST, Fraction = 0.3888888888888889
tree: name = vwmihowq, length = 8, age = 1284, Fraction = 0.25
flower: name = oghofyzguebdlyiv, length = 16, type = Type.WILD, Fraction = 0.3125
flower: name = yfaszhycwptiwmcearct, length = 20, type = Type.HOME, Fraction = 0.2
flower: name = ffhjgbuwli, length = 10, type = Type.WILD, Fraction = 0.2
bush: name = oyeuqh, length = 6, month = Month.MAY, Fraction = 0.5
bush: name = tzandvezo, length = 9, month = Month.MARCH, Fraction = 0.3333333333333333
bush: name = piibnt, length = 6, month = Month.OCTOBER, Fraction = 0.3333333333333333
tree: name = bie, length = 3, age = 1930, Fraction = 0.6666666666666666
tree: name = adrwaueputkipvi, length = 15, age = 31, Fraction = 0.4666666666666667
tree: name = yiam, length = 4, age = 237, Fraction = 0.5
bush: name = lgobir, length = 6, month = Month.MARCH, Fraction = 0.3333333333333333
bush: name = jxofndbwtmewxetiecnj, length = 20, month = Month.JANUARY, Fraction = 0.25
tree: name = ahtlpehoqhxbp, length = 13, age = 522, Fraction = 0.23076923076923078
bush: name = ewrbaigxefpq, length = 12, month = Month.AUGUST, Fraction = 0.3333333333333333
tree: name = iolorjvplywsh, length = 13, age = 1942, Fraction = 0.23076923076923078
flower: name = nrklmohbohmcaioj, length = 16, type = Type.HOME, Fraction = 0.3125
flower: name = epplihzhosvrsd, length = 14, type = Type.HOME, Fraction = 0.21428571428571427
tree: name = mtisx, length = 5, age = 1382, Fraction = 0.2
flower: name = xfyxutefseqscjyivpna, length = 20, type = Type.WILD, Fraction = 0.25
tree: name = nbfalqfaz, length = 9, age = 1089, Fraction = 0.2222222222222222
flower: name = lhde, length = 4, type = Type.WILD, Fraction = 0.25
bush: name = erux, length = 4, month = Month.APRIL, Fraction = 0.5
bush: name = uhvqrscisank, length = 12, month = Month.MARCH, Fraction = 0.25
tree: name = oerdpiarddqyvitgjdt, length = 19, age = 1343, Fraction = 0.2631578947368421
flower: name = cksaoziloodvr, length = 13, type = Type.GARDEN, Fraction = 0.38461538461538464
tree: name = okhccstnmaazrz, length = 14, age = 1534, Fraction = 0.21428571428571427
tree: name = eh, length = 2, age = 1296, Fraction = 0.5
bush: name = himczawbfludt, length = 13, month = Month.JULY, Fraction = 0.23076923076923078
flower: name = jie, length = 3, type = Type.WILD, Fraction = 0.6666666666666666
bush: name = furiukwshnmqdbarpv, length = 18, month = Month.JUNE, Fraction = 0.2222222222222222
bush: name = pewjeptuydr, length = 11, month = Month.JULY, Fraction = 0.2727272727272727
tree: name = agufshhkrdaqdjegiqnw, length = 20, age = 1918, Fraction = 0.25
flower: name = saufsbal, length = 8, type = Type.WILD, Fraction = 0.375
flower: name = ribp, length = 4, type = Type.WILD, Fraction = 0.25
bush: name = sliurtiolzz, length = 11, month = Month.OCTOBER, Fraction = 0.36363636363636365
bush: name = dpirfmifrcehnxkiiibz, length = 20, month = Month.MARCH, Fraction = 0.3
bush: name = dyjayanavmb, length = 11, month = Month.OCTOBER, Fraction = 0.2727272727272727
flower: name = nubirepzfqv, length = 11, type = Type.HOME, Fraction = 0.2727272727272727
bush: name = vquoqfwaqmkd, length = 12, month = Month.APRIL, Fraction = 0.25
bush: name = gkbee, length = 5, month = Month.APRIL, Fraction = 0.4
tree: name = jgcea, length = 5, age = 1214, Fraction = 0.4
flower: name = tinmha, length = 6, type = Type.WILD, Fraction = 0.3333333333333333
flower: name = ajvpjnajsbjyxowpqle, length = 19, type = Type.WILD, Fraction = 0.21052631578947367
flower: name = ed, length = 2, type = Type.WILD, Fraction = 0.5
bush: name = xajxk, length = 5, month = Month.DECEMBER, Fraction = 0.2
tree: name = moet, length = 4, age = 299, Fraction = 0.5
bush: name = fbybqewzbrqui, length = 13, month = Month.FEBRUARY, Fraction = 0.23076923076923078
flower: name = tcweeeuulaxcwq, length = 14, type = Type.HOME, Fraction = 0.42857142857142855
tree: name = uquouvpsnqnjrfsuhv, length = 18, age = 1491, Fraction = 0.2777777777777778
bush: name = hideqap, length = 7, month = Month.DECEMBER, Fraction = 0.42857142857142855
tree: name = ye, length = 2, age = 198, Fraction = 0.5
flower: name = cdgju, length = 5, type = Type.HOME, Fraction = 0.2
tree: name = ufwprhubj, length = 9, age = 1673, Fraction = 0.2222222222222222
bush: name = uwz, length = 3, month = Month.APRIL, Fraction = 0.3333333333333333
tree: name = ewejb, length = 5, age = 1396, Fraction = 0.4
bush: name = lbrfhozshu, length = 10, month = Month.NOVEMBER, Fraction = 0.2
flower: name = meihf, length = 5, type = Type.HOME, Fraction = 0.4
tree: name = zrocsuhvo, length = 9, age = 1369, Fraction = 0.3333333333333333
bush: name = quvtsgxzuwpysu, length = 14, month = Month.JULY, Fraction = 0.21428571428571427
tree: name = yipyetya, length = 8, age = 1640, Fraction = 0.375
tree: name = xswaecojj, length = 9, age = 1104, Fraction = 0.3333333333333333
flower: name = usltuibchfjnwzhieom, length = 19, type = Type.GARDEN, Fraction = 0.3157894736842105
bush: name = coewgznx, length = 8, month = Month.FEBRUARY, Fraction = 0.25
bush: name = ix, length = 2, month = Month.JANUARY, Fraction = 0.5
tree: name = aztluywyyg, length = 10, age = 636, Fraction = 0.2
bush: name = gzoomymyoviiaatsmpe, length = 19, month = Month.MAY, Fraction = 0.42105263157894735
bush: name = ezjzpla, length = 7, month = Month.OCTOBER, Fraction = 0.2857142857142857
bush: name = u, length = 1, month = Month.APRIL, Fraction = 1.0
bush: name = ahwtkweututvpz, length = 14, month = Month.SEPTEMBER, Fraction = 0.2857142857142857
bush: name = ibsbdsvxxu, length = 10, month = Month.MAY, Fraction = 0.2
bush: name = gsiteukrknzpyjksaoz, length = 19, month = Month.JUNE, Fraction = 0.2631578947368421
flower: name = cdvziu, length = 6, type = Type.HOME, Fraction = 0.3333333333333333
flower: name = pu, length = 2, type = Type.GARDEN, Fraction = 0.5
flower: name = lonfp, length = 5, type = Type.WILD, Fraction = 0.2
flower: name = ipletfzpp, length = 9, type = Type.HOME, Fraction = 0.2222222222222222
flower: name = baoqmy, length = 6, type = Type.GARDEN, Fraction = 0.3333333333333333
bush: name = xzdastdud, length = 9, month = Month.JUNE, Fraction = 0.2222222222222222
flower: name = tlani, length = 5, type = Type.WILD, Fraction = 0.4
tree: name = dfsiesxtekowngr, length = 15, age = 1196, Fraction = 0.26666666666666666
bush: name = piypplbos, length = 9, month = Month.JUNE, Fraction = 0.2222222222222222
bush: name = cpeu, length = 4, month = Month.JANUARY, Fraction = 0.5
tree: name = jpiucspz, length = 8, age = 184, Fraction = 0.25
bush: name = fdqmpzifsakunx, length = 14, month = Month.FEBRUARY, Fraction = 0.21428571428571427
bush: name = vzhqqhhvdqrhozoienxk, length = 20, month = Month.JANUARY, Fraction = 0.2
flower: name = yvgacgknhoqqebizopn, length = 19, type = Type.HOME, Fraction = 0.2631578947368421
flower: name = yqfdcnpoedpqxnnuu, length = 17, type = Type.HOME, Fraction = 0.23529411764705882
bush: name = gov, length = 3, month = Month.JULY, Fraction = 0.3333333333333333
tree: name = eudsonsutcmuqgapujuc, length = 20, age = 626, Fraction = 0.4
bush: name = ionlta, length = 6, month = Month.SEPTEMBER, Fraction = 0.5
bush: name = oewekijvwko, length = 11, month = Month.FEBRUARY, Fraction = 0.45454545454545453
tree: name = vzyvusogucawfpygsy, length = 18, age = 448, Fraction = 0.2222222222222222
tree: name = tpdmdfaevhuejqafbgut, length = 20, age = 574, Fraction = 0.3
flower: name = nur, length = 3, type = Type.GARDEN, Fraction = 0.3333333333333333
tree: name = dbaostjtoadmoj, length = 14, age = 780, Fraction = 0.35714285714285715
flower: name = uap, length = 3, type = Type.GARDEN, Fraction = 0.6666666666666666
tree: name = am, length = 2, age = 467, Fraction = 0.5
flower: name = udkpzsgoh, length = 9, type = Type.GARDEN, Fraction = 0.2222222222222222
flower: name = iibmkdtwkzhrqqahyiwj, length = 20, type = Type.HOME, Fraction = 0.2
bush: name = ejb, length = 3, month = Month.OCTOBER, Fraction = 0.3333333333333333
flower: name = sejqiodubbsecbamd, length = 17, type = Type.HOME, Fraction = 0.35294117647058826
tree: name = fvaehleswilifeqk, length = 16, age = 1336, Fraction = 0.375
bush: name = ccfloai, length = 7, month = Month.JUNE, Fraction = 0.42857142857142855
flower: name = ttheuhqo, length = 8, type = Type.HOME, Fraction = 0.375
tree: name = alml, length = 4, age = 1668, Fraction = 0.25
tree: name = eenhszkiges, length = 11, age = 1008, Fraction = 0.36363636363636365
bush: name = zdizuo, length = 6, month = Month.NOVEMBER, Fraction = 0.5
bush: name = rqgkauoelhkpu, length = 13, month = Month.APRIL, Fraction = 0.38461538461538464
bush: name = vreobctehreshk, length = 14, month = Month.SEPTEMBER, Fraction = 0.2857142857142857
tree: name = funopzl, length = 7, age = 1998, Fraction = 0.2857142857142857
tree: name = ue, length = 2, age = 234, Fraction = 1.0
tree: name = ivorqsprns, length = 10, age = 793, Fraction = 0.2
tree: name = qiort, length = 5, age = 810, Fraction = 0.4
tree: name = jrijixdcab, length = 10, age = 1532, Fraction = 0.3
bush: name = sfyldyayuzycuk, length = 14, month = Month.MAY, Fraction = 0.21428571428571427
flower: name = crjhanrghyoti, length = 13, type = Type.GARDEN, Fraction = 0.23076923076923078
bush: name = vuuwbsttqkteofhf, length = 16, month = Month.JUNE, Fraction = 0.25
flower: name = tarkhperegoquntbj, length = 17, type = Type.WILD, Fraction = 0.29411764705882354
flower: name = wobotc, length = 6, type = Type.GARDEN, Fraction = 0.3333333333333333
